Software,Version,CVE ID,Description
Office 16 Click-to-Run Licensing Component,16.0.18526.20168,CVE-2000-0765,"Buffer overflow in the HTML interpreter in Microsoft Office 2000 allows an attacker to execute arbitrary commands via a long embedded object tag, aka the ""Microsoft Office HTML Object Tag"" vulnerability."
Office 16 Click-to-Run Licensing Component,16.0.18526.20168,CVE-2000-0854,"When a Microsoft Office 2000 document is launched, the directory of that document is first used to locate DLL's such as riched20.dll and msi.dll, which could allow an attacker to execute arbitrary commands by inserting a Trojan Horse DLL into the same directory as the document."
Office 16 Click-to-Run Extensibility Component,16.0.18526.20168,CVE-1999-1259,"Microsoft Office 98, Macintosh Edition, does not properly initialize the disk space used by Office 98 files and effectively inserts data from previously deleted files into the Office file, which could allow attackers to obtain sensitive information."
Office 16 Click-to-Run Extensibility Component,16.0.18526.20168,CVE-1999-1294,"Office Shortcut Bar (OSB) in Windows 3.51 enables backup and restore permissions, which are inherited by programs such as File Manager that are started from the Shortcut Bar, which could allow local users to read folders for which they do not have permission."
Office 16 Click-to-Run Extensibility Component,16.0.18526.20168,CVE-2000-0203,The Trend Micro OfficeScan client tmlisten.exe allows remote attackers to cause a denial of service via malformed data to port 12345.
Office 16 Click-to-Run Extensibility Component,16.0.18526.20168,CVE-2000-0204,"The Trend Micro OfficeScan client allows remote attackers to cause a denial of service by making 5 connections to port 12345, which raises CPU utilization to 100%."
Office 16 Click-to-Run Extensibility Component,16.0.18526.20168,CVE-2000-0205,Trend Micro OfficeScan allows remote attackers to replay administrative commands and modify the configuration of OfficeScan clients.
Office 16 Click-to-Run Extensibility Component,16.0.18526.20168,CVE-2000-0291,Buffer overflow in Star Office 5.1 allows attackers to cause a denial of service by embedding a long URL within a document.
Office 16 Click-to-Run Extensibility Component,16.0.18526.20168,CVE-2000-0419,"The Office 2000 UA ActiveX Control is marked as ""safe for scripting,"" which allows remote attackers to conduct unauthorized activities via the ""Show Me"" function in Office Help, aka the ""Office 2000 UA Control"" vulnerability."
Office 16 Click-to-Run Extensibility Component,16.0.18526.20168,CVE-2000-0597,"Microsoft Office 2000 (Excel and PowerPoint) and PowerPoint 97 are marked as safe for scripting, which allows remote attackers to force Internet Explorer or some email clients to save files to arbitrary locations via the Visual Basic for Applications (VBA) SaveAs function, aka the ""Office HTML Script"" vulnerability."
Office 16 Click-to-Run Extensibility Component,16.0.18526.20168,CVE-2000-0765,"Buffer overflow in the HTML interpreter in Microsoft Office 2000 allows an attacker to execute arbitrary commands via a long embedded object tag, aka the ""Microsoft Office HTML Object Tag"" vulnerability."
Office 16 Click-to-Run Extensibility Component,16.0.18526.20168,CVE-2000-0854,"When a Microsoft Office 2000 document is launched, the directory of that document is first used to locate DLL's such as riched20.dll and msi.dll, which could allow an attacker to execute arbitrary commands by inserting a Trojan Horse DLL into the same directory as the document."
Office 16 Click-to-Run Localization Component,16.0.13127.20616,CVE-1999-1259,"Microsoft Office 98, Macintosh Edition, does not properly initialize the disk space used by Office 98 files and effectively inserts data from previously deleted files into the Office file, which could allow attackers to obtain sensitive information."
Office 16 Click-to-Run Localization Component,16.0.13127.20616,CVE-1999-1294,"Office Shortcut Bar (OSB) in Windows 3.51 enables backup and restore permissions, which are inherited by programs such as File Manager that are started from the Shortcut Bar, which could allow local users to read folders for which they do not have permission."
Office 16 Click-to-Run Localization Component,16.0.13127.20616,CVE-2000-0203,The Trend Micro OfficeScan client tmlisten.exe allows remote attackers to cause a denial of service via malformed data to port 12345.
Office 16 Click-to-Run Localization Component,16.0.13127.20616,CVE-2000-0204,"The Trend Micro OfficeScan client allows remote attackers to cause a denial of service by making 5 connections to port 12345, which raises CPU utilization to 100%."
Office 16 Click-to-Run Localization Component,16.0.13127.20616,CVE-2000-0205,Trend Micro OfficeScan allows remote attackers to replay administrative commands and modify the configuration of OfficeScan clients.
Office 16 Click-to-Run Localization Component,16.0.13127.20616,CVE-2000-0291,Buffer overflow in Star Office 5.1 allows attackers to cause a denial of service by embedding a long URL within a document.
Office 16 Click-to-Run Localization Component,16.0.13127.20616,CVE-2000-0419,"The Office 2000 UA ActiveX Control is marked as ""safe for scripting,"" which allows remote attackers to conduct unauthorized activities via the ""Show Me"" function in Office Help, aka the ""Office 2000 UA Control"" vulnerability."
Office 16 Click-to-Run Localization Component,16.0.13127.20616,CVE-2000-0597,"Microsoft Office 2000 (Excel and PowerPoint) and PowerPoint 97 are marked as safe for scripting, which allows remote attackers to force Internet Explorer or some email clients to save files to arbitrary locations via the Visual Basic for Applications (VBA) SaveAs function, aka the ""Office HTML Script"" vulnerability."
Office 16 Click-to-Run Localization Component,16.0.13127.20616,CVE-2000-0765,"Buffer overflow in the HTML interpreter in Microsoft Office 2000 allows an attacker to execute arbitrary commands via a long embedded object tag, aka the ""Microsoft Office HTML Object Tag"" vulnerability."
Office 16 Click-to-Run Localization Component,16.0.13127.20616,CVE-2000-0854,"When a Microsoft Office 2000 document is launched, the directory of that document is first used to locate DLL's such as riched20.dll and msi.dll, which could allow an attacker to execute arbitrary commands by inserting a Trojan Horse DLL into the same directory as the document."
Python 3.12.1 Tcl/Tk Support (64-bit),3.12.1150.0,CVE-2002-0131,"ActivePython ActiveX control for Python in the AXScript package, when used in Internet Explorer, does not prevent a script from reading files from the client's filesystem, which allows remote attackers to read arbitrary files via a malicious web page containing Python script."
Python 3.12.1 Tcl/Tk Support (64-bit),3.12.1150.0,CVE-2002-1119,"os._execvpe from os.py in Python 2.2.1 and earlier creates temporary files with predictable names, which could allow local users to execute arbitrary code via a symlink attack."
Python 3.12.1 Tcl/Tk Support (64-bit),3.12.1150.0,CVE-2004-0150,"Buffer overflow in the getaddrinfo function in Python 2.2 before 2.2.2, when IPv6 support is disabled, allows remote attackers to execute arbitrary code via an IPv6 address that is obtained using DNS."
Python 3.12.1 Tcl/Tk Support (64-bit),3.12.1150.0,CVE-2005-0089,"The SimpleXMLRPCServer library module in Python 2.2, 2.3 before 2.3.5, and 2.4, when used by XML-RPC servers that use the register_instance method to register an object without a _dispatch method, allows remote attackers to read or modify globals of the associated module, and possibly execute arbitrary code, via dotted attributes."
Python 3.12.1 Tcl/Tk Support (64-bit),3.12.1150.0,CVE-2005-0852,"Microsoft Windows XP SP1 allows local users to cause a denial of service (system crash) via an empty datagram to a raw IP over IP socket (IP protocol 4), as originally demonstrated using code in Python 2.3."
Python 3.12.1 Tcl/Tk Support (64-bit),3.12.1150.0,CVE-2005-1632,"Cheetah 0.9.15 and 0.9.16 searches the /tmp directory for modules before using the paths in the PYTHONPATH variable, which allows local users to execute arbitrary code via a malicious module in /tmp/."
Python 3.12.1 Tcl/Tk Support (64-bit),3.12.1150.0,CVE-2005-2483,"Eval injection vulnerability in Karrigell before 2.1.8 allows remote attackers to execute arbitrary Python code via modified arguments to a Karrigell services (.ks) script, which can reference functions from libraries that are used by that script."
Python 3.12.1 Tcl/Tk Support (64-bit),3.12.1150.0,CVE-2005-2491,"Integer overflow in pcre_compile.c in Perl Compatible Regular Expressions (PCRE) before 6.2, as used in multiple products such as Python, Ethereal, and PHP, allows attackers to execute arbitrary code via quantifier values in regular expressions, which leads to a heap-based buffer overflow."
Python 3.12.1 Tcl/Tk Support (64-bit),3.12.1150.0,CVE-2005-2875,"Py2Play allows remote attackers to execute arbitrary Python code via pickled objects, which Py2Play unpickles and executes."
Python 3.12.1 Tcl/Tk Support (64-bit),3.12.1150.0,CVE-2005-3008,"Tofu 0.2 allows remote attackers to execute arbitrary Python code via crafted pickled objects, which Tofu unpickles and executes."
Python 3.12.1 Add to Path (64-bit),3.12.1150.0,CVE-2002-0131,"ActivePython ActiveX control for Python in the AXScript package, when used in Internet Explorer, does not prevent a script from reading files from the client's filesystem, which allows remote attackers to read arbitrary files via a malicious web page containing Python script."
Python 3.12.1 Add to Path (64-bit),3.12.1150.0,CVE-2002-1119,"os._execvpe from os.py in Python 2.2.1 and earlier creates temporary files with predictable names, which could allow local users to execute arbitrary code via a symlink attack."
Python 3.12.1 Add to Path (64-bit),3.12.1150.0,CVE-2004-0150,"Buffer overflow in the getaddrinfo function in Python 2.2 before 2.2.2, when IPv6 support is disabled, allows remote attackers to execute arbitrary code via an IPv6 address that is obtained using DNS."
Python 3.12.1 Add to Path (64-bit),3.12.1150.0,CVE-2005-0089,"The SimpleXMLRPCServer library module in Python 2.2, 2.3 before 2.3.5, and 2.4, when used by XML-RPC servers that use the register_instance method to register an object without a _dispatch method, allows remote attackers to read or modify globals of the associated module, and possibly execute arbitrary code, via dotted attributes."
Python 3.12.1 Add to Path (64-bit),3.12.1150.0,CVE-2005-0852,"Microsoft Windows XP SP1 allows local users to cause a denial of service (system crash) via an empty datagram to a raw IP over IP socket (IP protocol 4), as originally demonstrated using code in Python 2.3."
Python 3.12.1 Add to Path (64-bit),3.12.1150.0,CVE-2005-1632,"Cheetah 0.9.15 and 0.9.16 searches the /tmp directory for modules before using the paths in the PYTHONPATH variable, which allows local users to execute arbitrary code via a malicious module in /tmp/."
Python 3.12.1 Add to Path (64-bit),3.12.1150.0,CVE-2005-2483,"Eval injection vulnerability in Karrigell before 2.1.8 allows remote attackers to execute arbitrary Python code via modified arguments to a Karrigell services (.ks) script, which can reference functions from libraries that are used by that script."
Python 3.12.1 Add to Path (64-bit),3.12.1150.0,CVE-2005-2491,"Integer overflow in pcre_compile.c in Perl Compatible Regular Expressions (PCRE) before 6.2, as used in multiple products such as Python, Ethereal, and PHP, allows attackers to execute arbitrary code via quantifier values in regular expressions, which leads to a heap-based buffer overflow."
Python 3.12.1 Add to Path (64-bit),3.12.1150.0,CVE-2005-2875,"Py2Play allows remote attackers to execute arbitrary Python code via pickled objects, which Py2Play unpickles and executes."
Python 3.12.1 Add to Path (64-bit),3.12.1150.0,CVE-2005-3008,"Tofu 0.2 allows remote attackers to execute arbitrary Python code via crafted pickled objects, which Tofu unpickles and executes."
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.42.34438,14.42.34438,CVE-1999-0280,Remote command execution in Microsoft Internet Explorer using .lnk and .url files.
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.42.34438,14.42.34438,CVE-1999-0012,Some web servers under Microsoft Windows allow remote attackers to bypass access restrictions for files with long file names.
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.42.34438,14.42.34438,CVE-1999-1556,"Microsoft SQL Server 6.5 uses weak encryption for the password for the SQLExecutiveCmdExec account and stores it in an accessible portion of the registry, which could allow local users to gain privileges by reading and decrypting the CmdExecAccount value."
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.42.34438,14.42.34438,CVE-1999-0288,"The WINS server in Microsoft Windows NT 4.0 before SP4 allows remote attackers to cause a denial of service (process termination) via invalid UDP frames to port 137 (NETBIOS Name Service), as demonstrated via a flood of random packets."
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.42.34438,14.42.34438,CVE-1999-1291,"TCP/IP implementation in Microsoft Windows 95, Windows NT 4.0, and possibly others, allows remote attackers to reset connections by forcing a reset (RST) via a PSH ACK or other means, obtaining the target's last sequence number from the resulting packet, then spoofing a reset to the target."
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.42.34438,14.42.34438,CVE-1999-0364,"Microsoft Access 97 stores a database password as plaintext in a foreign mdb, allowing access to data."
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.42.34438,14.42.34438,CVE-1999-1544,Buffer overflow in FTP server in Microsoft IIS 3.0 and 4.0 allows local and sometimes remote attackers to cause a denial of service via a long NLST (ls) command.
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.42.34438,14.42.34438,CVE-1999-0379,Microsoft Taskpads allows remote web sites to execute commands on the visiting user's machine via certain methods that are marked as Safe for Scripting.
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.42.34438,14.42.34438,CVE-1999-0386,Microsoft Personal Web Server and FrontPage Personal Web Server in some Windows systems allows a remote attacker to read files on the server by using a nonstandard URL.
Microsoft Visual C++ 2022 X64 Debug Runtime - 14.42.34438,14.42.34438,CVE-1999-0419,"When the Microsoft SMTP service attempts to send a message to a server and receives a 4xx error code, it quickly and repeatedly attempts to redeliver the message, causing a denial of service."
Python 3.12.1 Core Interpreter (64-bit),3.12.1150.0,CVE-2002-0131,"ActivePython ActiveX control for Python in the AXScript package, when used in Internet Explorer, does not prevent a script from reading files from the client's filesystem, which allows remote attackers to read arbitrary files via a malicious web page containing Python script."
Python 3.12.1 Core Interpreter (64-bit),3.12.1150.0,CVE-2002-1119,"os._execvpe from os.py in Python 2.2.1 and earlier creates temporary files with predictable names, which could allow local users to execute arbitrary code via a symlink attack."
Python 3.12.1 Core Interpreter (64-bit),3.12.1150.0,CVE-2004-0150,"Buffer overflow in the getaddrinfo function in Python 2.2 before 2.2.2, when IPv6 support is disabled, allows remote attackers to execute arbitrary code via an IPv6 address that is obtained using DNS."
Python 3.12.1 Core Interpreter (64-bit),3.12.1150.0,CVE-2005-0089,"The SimpleXMLRPCServer library module in Python 2.2, 2.3 before 2.3.5, and 2.4, when used by XML-RPC servers that use the register_instance method to register an object without a _dispatch method, allows remote attackers to read or modify globals of the associated module, and possibly execute arbitrary code, via dotted attributes."
Python 3.12.1 Core Interpreter (64-bit),3.12.1150.0,CVE-2005-0852,"Microsoft Windows XP SP1 allows local users to cause a denial of service (system crash) via an empty datagram to a raw IP over IP socket (IP protocol 4), as originally demonstrated using code in Python 2.3."
Python 3.12.1 Core Interpreter (64-bit),3.12.1150.0,CVE-2005-1632,"Cheetah 0.9.15 and 0.9.16 searches the /tmp directory for modules before using the paths in the PYTHONPATH variable, which allows local users to execute arbitrary code via a malicious module in /tmp/."
Python 3.12.1 Core Interpreter (64-bit),3.12.1150.0,CVE-2005-2483,"Eval injection vulnerability in Karrigell before 2.1.8 allows remote attackers to execute arbitrary Python code via modified arguments to a Karrigell services (.ks) script, which can reference functions from libraries that are used by that script."
Python 3.12.1 Core Interpreter (64-bit),3.12.1150.0,CVE-2005-2491,"Integer overflow in pcre_compile.c in Perl Compatible Regular Expressions (PCRE) before 6.2, as used in multiple products such as Python, Ethereal, and PHP, allows attackers to execute arbitrary code via quantifier values in regular expressions, which leads to a heap-based buffer overflow."
Python 3.12.1 Core Interpreter (64-bit),3.12.1150.0,CVE-2005-2875,"Py2Play allows remote attackers to execute arbitrary Python code via pickled objects, which Py2Play unpickles and executes."
Python 3.12.1 Core Interpreter (64-bit),3.12.1150.0,CVE-2005-3008,"Tofu 0.2 allows remote attackers to execute arbitrary Python code via crafted pickled objects, which Tofu unpickles and executes."
Application Verifier x64 External Package (DesktopEditions),10.1.22621.3233,CVE-1999-1250,"Vulnerability in CGI program in the Lasso application by Blue World, as used on WebSTAR and other servers, allows remote attackers to read arbitrary files."
Application Verifier x64 External Package (DesktopEditions),10.1.22621.3233,CVE-1999-1432,"Power management (Powermanagement) on Solaris 2.4 through 2.6 does not start the xlock process until after the sys-suspend has completed, which allows an attacker with physical access to input characters to the last active application from the keyboard for a short period after the system is restoring, which could lead to increased privileges."
Application Verifier x64 External Package (DesktopEditions),10.1.22621.3233,CVE-1999-1288,"Samba 1.9.18 inadvertently includes a prototype application, wsmbconf, which is installed with incorrect permissions including the setgid bit, which allows local users to read and write files and possibly gain privileges via bugs in the program."
Application Verifier x64 External Package (DesktopEditions),10.1.22621.3233,CVE-1999-0384,The Forms 2.0 ActiveX control (included with Visual Basic for Applications 5.0) can be used to read text from a user's clipboard when the user accesses documents with ActiveX content.
Application Verifier x64 External Package (DesktopEditions),10.1.22621.3233,CVE-1999-0452,A service or application has a backdoor password that was placed there by the developer.
Application Verifier x64 External Package (DesktopEditions),10.1.22621.3233,CVE-1999-0664,An application-critical Windows NT registry key has inappropriate permissions.
Application Verifier x64 External Package (DesktopEditions),10.1.22621.3233,CVE-1999-0665,An application-critical Windows NT registry key has an inappropriate value.
Application Verifier x64 External Package (DesktopEditions),10.1.22621.3233,CVE-1999-1430,"PIM software for Royal daVinci does not properly password-protext access to data stored in the .mdb (Microsoft Access) file, which allows local users to read the data without a password by directly accessing the files with a different application, such as Access."
Application Verifier x64 External Package (DesktopEditions),10.1.22621.3233,CVE-1999-0414,"In Linux before version 2.0.36, remote attackers can spoof a TCP connection and pass data to the application layer before fully establishing the connection."
Application Verifier x64 External Package (DesktopEditions),10.1.22621.3233,CVE-1999-0418,"Denial of service in SMTP applications such as Sendmail, when a remote attacker (e.g. spammer) uses many ""RCPT TO"" commands in the same connection."
Update for x64-based Windows Systems (KB5001716),8.94.0.0,CVE-1999-0184,"When compiled with the -DALLOW_UPDATES option, bind allows dynamic updates to the DNS server, allowing for malicious modification of DNS records."
Update for x64-based Windows Systems (KB5001716),8.94.0.0,CVE-1999-1095,"sort creates temporary files and follows symbolic links, which allows local users to modify arbitrary files that are writable by the user running sort, as observed in updatedb and other programs that use sort."
Update for x64-based Windows Systems (KB5001716),8.94.0.0,CVE-1999-1555,"Cheyenne InocuLAN Anti-Virus Server in Inoculan 4.0 before Service Pack 2 creates an update directory with ""EVERYONE FULL CONTROL"" permissions, which allows local users to cause Inoculan's antivirus update feature to install a Trojan horse dll."
Update for x64-based Windows Systems (KB5001716),8.94.0.0,CVE-1999-1421,"NBase switches NH208 and NH215 run a TFTP server which allows remote attackers to send software updates to modify the switch or cause a denial of service (crash) by guessing the target filenames, which have default names."
Update for x64-based Windows Systems (KB5001716),8.94.0.0,CVE-1999-1195,"NAI VirusScan NT 4.0.2 does not properly modify the scan.dat virus definition file during an update via FTP, but it reports that the update was successful, which could cause a system administrator to believe that the definitions have been updated correctly."
Update for x64-based Windows Systems (KB5001716),8.94.0.0,CVE-1999-1358,"When an administrator in Windows NT or Windows 2000 changes a user policy, the policy is not properly updated if the local ntconfig.pol is not writable by the user, which could allow local users to bypass restrictions that would otherwise be enforced by the policy, possibly by changing the policy file to be read-only."
Update for x64-based Windows Systems (KB5001716),8.94.0.0,CVE-2000-0048,get_it program in Corel Linux Update allows local users to gain root access by specifying an alternate PATH for the cp program.
Update for x64-based Windows Systems (KB5001716),8.94.0.0,CVE-2000-1218,"The default configuration for the domain name resolver for Microsoft Windows 98, NT 4.0, 2000, and XP sets the QueryIpMatching parameter to 0, which causes Windows to accept DNS updates from hosts that it did not query, which allows remote attackers to poison the DNS cache."
Update for x64-based Windows Systems (KB5001716),8.94.0.0,CVE-2000-0680,"The CVS 1.10.8 server does not properly restrict users from creating arbitrary Checkin.prog or Update.prog programs, which allows remote CVS committers to modify or create Trojan horse programs with the Checkin.prog or Update.prog names, then performing a CVS commit action."
Update for x64-based Windows Systems (KB5001716),8.94.0.0,CVE-2000-0722,Helix GNOME Updater helix-update 0.5 and earlier allows local users to install arbitrary RPM packages by creating the /tmp/helix-install installation directory before root has begun installing packages.
Python 3.12.1 Test Suite (64-bit),3.12.1150.0,CVE-2002-0131,"ActivePython ActiveX control for Python in the AXScript package, when used in Internet Explorer, does not prevent a script from reading files from the client's filesystem, which allows remote attackers to read arbitrary files via a malicious web page containing Python script."
Python 3.12.1 Test Suite (64-bit),3.12.1150.0,CVE-2002-1119,"os._execvpe from os.py in Python 2.2.1 and earlier creates temporary files with predictable names, which could allow local users to execute arbitrary code via a symlink attack."
Python 3.12.1 Test Suite (64-bit),3.12.1150.0,CVE-2004-0150,"Buffer overflow in the getaddrinfo function in Python 2.2 before 2.2.2, when IPv6 support is disabled, allows remote attackers to execute arbitrary code via an IPv6 address that is obtained using DNS."
Python 3.12.1 Test Suite (64-bit),3.12.1150.0,CVE-2005-0089,"The SimpleXMLRPCServer library module in Python 2.2, 2.3 before 2.3.5, and 2.4, when used by XML-RPC servers that use the register_instance method to register an object without a _dispatch method, allows remote attackers to read or modify globals of the associated module, and possibly execute arbitrary code, via dotted attributes."
Python 3.12.1 Test Suite (64-bit),3.12.1150.0,CVE-2005-0852,"Microsoft Windows XP SP1 allows local users to cause a denial of service (system crash) via an empty datagram to a raw IP over IP socket (IP protocol 4), as originally demonstrated using code in Python 2.3."
Python 3.12.1 Test Suite (64-bit),3.12.1150.0,CVE-2005-1632,"Cheetah 0.9.15 and 0.9.16 searches the /tmp directory for modules before using the paths in the PYTHONPATH variable, which allows local users to execute arbitrary code via a malicious module in /tmp/."
Python 3.12.1 Test Suite (64-bit),3.12.1150.0,CVE-2005-2483,"Eval injection vulnerability in Karrigell before 2.1.8 allows remote attackers to execute arbitrary Python code via modified arguments to a Karrigell services (.ks) script, which can reference functions from libraries that are used by that script."
Python 3.12.1 Test Suite (64-bit),3.12.1150.0,CVE-2005-2491,"Integer overflow in pcre_compile.c in Perl Compatible Regular Expressions (PCRE) before 6.2, as used in multiple products such as Python, Ethereal, and PHP, allows attackers to execute arbitrary code via quantifier values in regular expressions, which leads to a heap-based buffer overflow."
Python 3.12.1 Test Suite (64-bit),3.12.1150.0,CVE-2005-2875,"Py2Play allows remote attackers to execute arbitrary Python code via pickled objects, which Py2Play unpickles and executes."
Python 3.12.1 Test Suite (64-bit),3.12.1150.0,CVE-2005-3008,"Tofu 0.2 allows remote attackers to execute arbitrary Python code via crafted pickled objects, which Tofu unpickles and executes."
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.42.34438 14.42.34438,Unknown,CVE-1999-0280,Remote command execution in Microsoft Internet Explorer using .lnk and .url files.
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.42.34438 14.42.34438,Unknown,CVE-1999-0012,Some web servers under Microsoft Windows allow remote attackers to bypass access restrictions for files with long file names.
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.42.34438 14.42.34438,Unknown,CVE-1999-1556,"Microsoft SQL Server 6.5 uses weak encryption for the password for the SQLExecutiveCmdExec account and stores it in an accessible portion of the registry, which could allow local users to gain privileges by reading and decrypting the CmdExecAccount value."
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.42.34438 14.42.34438,Unknown,CVE-1999-0288,"The WINS server in Microsoft Windows NT 4.0 before SP4 allows remote attackers to cause a denial of service (process termination) via invalid UDP frames to port 137 (NETBIOS Name Service), as demonstrated via a flood of random packets."
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.42.34438 14.42.34438,Unknown,CVE-1999-1291,"TCP/IP implementation in Microsoft Windows 95, Windows NT 4.0, and possibly others, allows remote attackers to reset connections by forcing a reset (RST) via a PSH ACK or other means, obtaining the target's last sequence number from the resulting packet, then spoofing a reset to the target."
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.42.34438 14.42.34438,Unknown,CVE-1999-0364,"Microsoft Access 97 stores a database password as plaintext in a foreign mdb, allowing access to data."
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.42.34438 14.42.34438,Unknown,CVE-1999-1544,Buffer overflow in FTP server in Microsoft IIS 3.0 and 4.0 allows local and sometimes remote attackers to cause a denial of service via a long NLST (ls) command.
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.42.34438 14.42.34438,Unknown,CVE-1999-0379,Microsoft Taskpads allows remote web sites to execute commands on the visiting user's machine via certain methods that are marked as Safe for Scripting.
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.42.34438 14.42.34438,Unknown,CVE-1999-0386,Microsoft Personal Web Server and FrontPage Personal Web Server in some Windows systems allows a remote attacker to read files on the server by using a nonstandard URL.
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.42.34438 14.42.34438,Unknown,CVE-1999-0419,"When the Microsoft SMTP service attempts to send a message to a server and receives a 4xx error code, it quickly and repeatedly attempts to redeliver the message, causing a denial of service."
Dynamic Application Loader Host Interface Service,1.0.0.0,CVE-1999-1142,"SunOS 4.1.2 and earlier allows local users to gain privileges via ""LD_*"" environmental variables to certain dynamically linked setuid or setgid programs such as (1) login, (2) su, or (3) sendmail, that change the real and effective user ids to the same user."
Dynamic Application Loader Host Interface Service,1.0.0.0,CVE-1999-0184,"When compiled with the -DALLOW_UPDATES option, bind allows dynamic updates to the DNS server, allowing for malicious modification of DNS records."
Dynamic Application Loader Host Interface Service,1.0.0.0,CVE-1999-1075,"inetd in AIX 4.1.5 dynamically assigns a port N when starting ttdbserver (ToolTalk server), but also inadvertently listens on port N-1 without passing control to ttdbserver, which allows remote attackers to cause a denial of service via a large number of connections to port N-1, which are not properly closed by inetd."
Dynamic Application Loader Host Interface Service,1.0.0.0,CVE-1999-0786,The dynamic linker in Solaris allows a local user to create arbitrary files via the LD_PROFILE environmental variable and a symlink attack.
Dynamic Application Loader Host Interface Service,1.0.0.0,CVE-1999-0892,Buffer overflow in Netscape Communicator before 4.7 via a dynamic font whose length field is less than the size of the font.
Dynamic Application Loader Host Interface Service,1.0.0.0,CVE-1999-1472,"Internet Explorer 4.0 allows remote attackers to read arbitrary text and HTML files on the user's machine via a small IFRAME that uses Dynamic HTML (DHTML) to send the data to the attacker, aka the Freiburg text-viewing issue."
Dynamic Application Loader Host Interface Service,1.0.0.0,CVE-2000-1079,"Interactions between the CIFS Browser Protocol and NetBIOS as implemented in Microsoft Windows 95, 98, NT, and 2000 allow remote attackers to modify dynamic NetBIOS name cache entries via a spoofed Browse Frame Request in a unicast or UDP broadcast datagram."
Dynamic Application Loader Host Interface Service,1.0.0.0,CVE-2001-0015,"Network Dynamic Data Exchange (DDE) in Windows 2000 allows local users to gain SYSTEM privileges via a ""WM_COPYDATA"" message to an invisible window that is running with the privileges of the WINLOGON process."
Dynamic Application Loader Host Interface Service,1.0.0.0,CVE-2001-1181,"Dynamically Loadable Kernel Module (dlkm) static kernel symbol table in HP-UX 11.11 is not properly configured, which allows local users to gain privileges."
Dynamic Application Loader Host Interface Service,1.0.0.0,CVE-2001-1366,"netscript before 1.6.3 parses dynamic variables, which could allow remote attackers to alter program behavior or obtain sensitive information."
VS Script Debugging Common,17.0.157.0,CVE-2000-1042,"Buffer overflow in ypserv in Mandrake Linux 7.1 and earlier, and possibly other Linux operating systems, allows an attacker to gain root privileges when ypserv is built without a vsyslog() function."
VS Script Debugging Common,17.0.157.0,CVE-2000-1043,"Format string vulnerability in ypserv in Mandrake Linux 7.1 and earlier, and possibly other Linux operating systems, allows an attacker to gain root privileges when ypserv is built without a vsyslog() function."
VS Script Debugging Common,17.0.157.0,CVE-2001-0155,Format string vulnerability in VShell SSH gateway 1.0.1 and earlier allows remote attackers to execute arbitrary commands via a user name that contains format string specifiers.
VS Script Debugging Common,17.0.157.0,CVE-2001-0156,"VShell SSH gateway 1.0.1 and earlier has a default port forwarding rule of 0.0.0.0/0.0.0.0, which could allow local users to conduct arbitrary port forwarding to other systems."
VS Script Debugging Common,17.0.157.0,CVE-2001-0850,"A configuration error in the libdb1 package in OpenLinux 3.1 uses insecure versions of the snprintf and vsnprintf functions, which could allow local or remote users to exploit those functions with a buffer overflow."
VS Script Debugging Common,17.0.157.0,CVE-2002-0236,"Lucent VitalSuite 8.0 through 8.2, including VitalNet, VitalEvent, and VitalHelp/VitalAnalysis, allows remote attackers to bypass authentication via a direct HTTP request to the VsSetCookie.exe program, which returns a valid cookie for the desired user."
VS Script Debugging Common,17.0.157.0,CVE-2002-2037,"The Cisco Media Gateway Controller (MGC) in (1) SC2200 7.4 and earlier, (2) VSC3000 9.1 and earlier, (3) PGW 2200 9.1 and earlier, (4) Billing and Management Server (BAMS) and (5) Voice Services Provisioning Tool (VSPT) runs on default installations of Solaris 2.6 with unnecessary services and without the latest security patches, which allows attackers to exploit known vulnerabilities."
VS Script Debugging Common,17.0.157.0,CVE-2003-0099,"Multiple buffer overflows in apcupsd before 3.8.6, and 3.10.x before 3.10.5, may allow attackers to cause a denial of service or execute arbitrary code, related to usage of the vsprintf function."
VS Script Debugging Common,17.0.157.0,CVE-2003-0107,"Buffer overflow in the gzprintf function in zlib 1.1.4, when zlib is compiled without vsnprintf or when long inputs are truncated using vsnprintf, allows attackers to cause a denial of service or possibly execute arbitrary code."
